File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF943IGX	bigBed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR429JTR	ChIP-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens										EP300-human	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF244FQD	384930	ENCODE Processing Pipeline	2808f05f9eef91f716ef6d57307372b2		https://www.encodeproject.org/files/ENCFF943IGX/@@download/ENCFF943IGX.bigBed	GRCh38				released	low read depth, antibody characterized with exemption			
ENCFF689HEP	bigBed narrowPeak	peaks and background as input for IDR	ENCSR429JTR	ChIP-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens										EP300-human	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF495JYR	11789551	ENCODE Processing Pipeline	41b4413ca8adf9122413eca84770c727		https://www.encodeproject.org/files/ENCFF689HEP/@@download/ENCFF689HEP.bigBed	GRCh38				released	low read depth, antibody characterized with exemption			
ENCFF244FQD	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR429JTR	ChIP-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens										EP300-human	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF419RSJ, ENCFF495JYR	177250	ENCODE Processing Pipeline	bd428621998ff39a5315959379847fe1		https://www.encodeproject.org/files/ENCFF244FQD/@@download/ENCFF244FQD.bed.gz	GRCh38				released	low read depth, antibody characterized with exemption			
ENCFF200AGB	bigWig	signal p-value	ENCSR429JTR	ChIP-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens										EP300-human	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF086ULQ, ENCFF726KOK	1078352793	ENCODE Processing Pipeline	3f6f899cf82ad185235d445a1d57d03a		https://www.encodeproject.org/files/ENCFF200AGB/@@download/ENCFF200AGB.bigWig	hg19				released	low read depth, antibody characterized with exemption			
ENCFF348UUV	bigWig	fold change over control	ENCSR429JTR	ChIP-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens										EP300-human	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF086ULQ, ENCFF726KOK	995141249	ENCODE Processing Pipeline	3bb7a3542418ef54e2cda3ac014f4fdc		https://www.encodeproject.org/files/ENCFF348UUV/@@download/ENCFF348UUV.bigWig	hg19				released	low read depth, antibody characterized with exemption			
ENCFF035UIJ	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR429JTR	ChIP-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens										EP300-human	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF001TDO, ENCFF913GNW	179206	ENCODE Processing Pipeline	7e56ef87beacb49cb8540f6f23299f85		https://www.encodeproject.org/files/ENCFF035UIJ/@@download/ENCFF035UIJ.bed.gz	hg19				released	low read depth, antibody characterized with exemption			
ENCFF997RBH	bigBed narrowPeak	peaks and background as input for IDR	ENCSR429JTR	ChIP-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens										EP300-human	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF913GNW	11778787	ENCODE Processing Pipeline	489b69ee08ba9bb79b1d1b95c58de95a		https://www.encodeproject.org/files/ENCFF997RBH/@@download/ENCFF997RBH.bigBed	hg19				released	low read depth, antibody characterized with exemption			
ENCFF376ZIE	bigBed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR429JTR	ChIP-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens										EP300-human	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF035UIJ	384875	ENCODE Processing Pipeline	a428a268ec1ff8444aaba1f846ce6b15		https://www.encodeproject.org/files/ENCFF376ZIE/@@download/ENCFF376ZIE.bigBed	hg19				released	low read depth, antibody characterized with exemption			
ENCFF913GNW	bed narrowPeak	peaks and background as input for IDR	ENCSR429JTR	ChIP-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens										EP300-human	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF086ULQ, ENCFF726KOK	5526232	ENCODE Processing Pipeline	30e19fa28b5af368754c5bc6f9a9905e		https://www.encodeproject.org/files/ENCFF913GNW/@@download/ENCFF913GNW.bed.gz	hg19				released	low read depth, antibody characterized with exemption			
ENCFF915DUI	fastq	reads	ENCSR434XLP	ChIP-seq	UBERON:0001323	tibial nerve	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				2	1	100		paired-ended	2	ENCFF745FWK		2397511832	Michael Snyder, Stanford	d71917fe50d44a6eb8349067c58a63d5	SRA:SRR6213385	https://www.encodeproject.org/files/ENCFF915DUI/@@download/ENCFF915DUI.fastq.gz			Illumina HiSeq 4000	/files/ENCFF709DOA/	released	low read depth, moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF745FWK	fastq	reads	ENCSR434XLP	ChIP-seq	UBERON:0001323	tibial nerve	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				2	1	100		paired-ended	1	ENCFF915DUI		2202457425	Michael Snyder, Stanford	8896ab4a89de205987155b51216d56c6	SRA:SRR6213385	https://www.encodeproject.org/files/ENCFF745FWK/@@download/ENCFF745FWK.fastq.gz			Illumina HiSeq 4000	/files/ENCFF992BQY/	released	low read depth, moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF735HGI	bam	unfiltered alignments	ENCSR434XLP	ChIP-seq	UBERON:0001323	tibial nerve	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				2			100				ENCFF745FWK, ENCFF807MUK, ENCFF915DUI	4154697700	ENCODE Processing Pipeline	a3621ea581c5cc87816cca676d15273e		https://www.encodeproject.org/files/ENCFF735HGI/@@download/ENCFF735HGI.bam	hg19				released	low read depth, moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF304JLC	bam	alignments	ENCSR434XLP	ChIP-seq	UBERON:0001323	tibial nerve	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				2			100				ENCFF745FWK, ENCFF807MUK, ENCFF915DUI	2481625400	ENCODE Processing Pipeline	8e75cf8824fde721f5be2c3c9de0b7fb		https://www.encodeproject.org/files/ENCFF304JLC/@@download/ENCFF304JLC.bam	hg19				released	low read depth, moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF874SPI	bam	alignments	ENCSR434XLP	ChIP-seq	UBERON:0001323	tibial nerve	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				2			100				ENCFF643CGH, ENCFF745FWK, ENCFF915DUI	2483293189	ENCODE Processing Pipeline	cf1a21f8205427edb3b5efaab016d954		https://www.encodeproject.org/files/ENCFF874SPI/@@download/ENCFF874SPI.bam	GRCh38				released	low read depth, moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF983OQB	bam	unfiltered alignments	ENCSR434XLP	ChIP-seq	UBERON:0001323	tibial nerve	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				2			100				ENCFF643CGH, ENCFF745FWK, ENCFF915DUI	4152636376	ENCODE Processing Pipeline	b4e7ef2f7aca87df6a59be597dcd423b		https://www.encodeproject.org/files/ENCFF983OQB/@@download/ENCFF983OQB.bam	GRCh38				released	low read depth, moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF582KCR	bigWig	signal p-value	ENCSR434XLP	ChIP-seq	UBERON:0001323	tibial nerve	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				2							ENCFF304JLC, ENCFF940ZHR	1073324898	ENCODE Processing Pipeline	ab8e00e12cf219d93c7a1309e4f7367c		https://www.encodeproject.org/files/ENCFF582KCR/@@download/ENCFF582KCR.bigWig	hg19				released	low read depth, moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF581HZK	bigWig	fold change over control	ENCSR434XLP	ChIP-seq	UBERON:0001323	tibial nerve	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				2							ENCFF304JLC, ENCFF940ZHR	1088587723	ENCODE Processing Pipeline	88beb51fe6a3baf4f6d132087160e79e		https://www.encodeproject.org/files/ENCFF581HZK/@@download/ENCFF581HZK.bigWig	hg19				released	low read depth, moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF488FUJ	bigBed narrowPeak	peaks and background as input for IDR	ENCSR434XLP	ChIP-seq	UBERON:0001323	tibial nerve	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				2							ENCFF005FQK	13487193	ENCODE Processing Pipeline	a69647ec8b1c8c842a57b5044ec4e9c3		https://www.encodeproject.org/files/ENCFF488FUJ/@@download/ENCFF488FUJ.bigBed	hg19				released	low read depth, moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF005FQK	bed narrowPeak	peaks and background as input for IDR	ENCSR434XLP	ChIP-seq	UBERON:0001323	tibial nerve	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				2							ENCFF304JLC, ENCFF940ZHR	6751907	ENCODE Processing Pipeline	75e5a27a47da2d88059b6c23b5480bc1		https://www.encodeproject.org/files/ENCFF005FQK/@@download/ENCFF005FQK.bed.gz	hg19				released	low read depth, moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF407FUL	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR434XLP	ChIP-seq	UBERON:0001323	tibial nerve	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				2							ENCFF001TDO, ENCFF005FQK	673336	ENCODE Processing Pipeline	0ba02b2ab90945696243b29146e01e5d		https://www.encodeproject.org/files/ENCFF407FUL/@@download/ENCFF407FUL.bed.gz	hg19				released	low read depth, moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF610GMA	bigBed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR434XLP	ChIP-seq	UBERON:0001323	tibial nerve	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				2							ENCFF407FUL	1407353	ENCODE Processing Pipeline	89e86cccccc4c0840b94fbc1509b4b66		https://www.encodeproject.org/files/ENCFF610GMA/@@download/ENCFF610GMA.bigBed	hg19				released	low read depth, moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF545STA	bigWig	signal p-value	ENCSR434XLP	ChIP-seq	UBERON:0001323	tibial nerve	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				2							ENCFF874SPI, ENCFF987CPP	1062168036	ENCODE Processing Pipeline	f51fa75380abae459d12df663d5cc6a5		https://www.encodeproject.org/files/ENCFF545STA/@@download/ENCFF545STA.bigWig	GRCh38				released	low read depth, moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF725SHA	bigWig	fold change over control	ENCSR434XLP	ChIP-seq	UBERON:0001323	tibial nerve	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				2							ENCFF874SPI, ENCFF987CPP	1088921133	ENCODE Processing Pipeline	c4f55ae9b4d25b15a1247777b4b88d2d		https://www.encodeproject.org/files/ENCFF725SHA/@@download/ENCFF725SHA.bigWig	GRCh38				released	low read depth, moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF071RNS	bed narrowPeak	peaks and background as input for IDR	ENCSR434XLP	ChIP-seq	UBERON:0001323	tibial nerve	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				2							ENCFF874SPI, ENCFF987CPP	6786226	ENCODE Processing Pipeline	80c80eaa5ab61ffda5a8992c84ac1cab		https://www.encodeproject.org/files/ENCFF071RNS/@@download/ENCFF071RNS.bed.gz	GRCh38				released	low read depth, moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF411ILP	bigBed narrowPeak	peaks and background as input for IDR	ENCSR434XLP	ChIP-seq	UBERON:0001323	tibial nerve	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				2							ENCFF071RNS	13537136	ENCODE Processing Pipeline	01e659b06ad6fbeeb8ce8035b3dee219		https://www.encodeproject.org/files/ENCFF411ILP/@@download/ENCFF411ILP.bigBed	GRCh38				released	low read depth, moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF237VLQ	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR434XLP	ChIP-seq	UBERON:0001323	tibial nerve	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				2							ENCFF071RNS, ENCFF419RSJ	686437	ENCODE Processing Pipeline	5ff575b79d4899888f3ae4d504de5e60		https://www.encodeproject.org/files/ENCFF237VLQ/@@download/ENCFF237VLQ.bed.gz	GRCh38				released	low read depth, moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF967NUG	bigBed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR434XLP	ChIP-seq	UBERON:0001323	tibial nerve	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				2							ENCFF237VLQ	1425645	ENCODE Processing Pipeline	d937e031bed99a32f8ce6c9d5dd224b4		https://www.encodeproject.org/files/ENCFF967NUG/@@download/ENCFF967NUG.bigBed	GRCh38				released	low read depth, moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF918SCN	fastq	reads	ENCSR071XWO	ChIP-seq	UBERON:0011907	gastrocnemius medialis	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				1	1	100		paired-ended	1	ENCFF998ZNW		2864539974	Michael Snyder, Stanford	bb6702c7d5fbead3fa1a1557f365fb4d	SRA:SRR6213238	https://www.encodeproject.org/files/ENCFF918SCN/@@download/ENCFF918SCN.fastq.gz			Illumina HiSeq 4000	/files/ENCFF266WQH/	released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF998ZNW	fastq	reads	ENCSR071XWO	ChIP-seq	UBERON:0011907	gastrocnemius medialis	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				1	1	100		paired-ended	2	ENCFF918SCN		3380378805	Michael Snyder, Stanford	eaef390c42c4579d49293258df01544f	SRA:SRR6213238	https://www.encodeproject.org/files/ENCFF998ZNW/@@download/ENCFF998ZNW.fastq.gz			Illumina HiSeq 4000	/files/ENCFF321ZBM/	released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF687JKE	bam	unfiltered alignments	ENCSR071XWO	ChIP-seq	UBERON:0011907	gastrocnemius medialis	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				1			100				ENCFF807MUK, ENCFF918SCN, ENCFF998ZNW	5434061380	ENCODE Processing Pipeline	50e8d77b95a36b26f975b85219a79fc6		https://www.encodeproject.org/files/ENCFF687JKE/@@download/ENCFF687JKE.bam	hg19				released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF675VOA	bam	alignments	ENCSR071XWO	ChIP-seq	UBERON:0011907	gastrocnemius medialis	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				1			100				ENCFF807MUK, ENCFF918SCN, ENCFF998ZNW	2957500250	ENCODE Processing Pipeline	5238e3c71955a2600c49c73beb807372		https://www.encodeproject.org/files/ENCFF675VOA/@@download/ENCFF675VOA.bam	hg19				released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF636BII	bam	unfiltered alignments	ENCSR071XWO	ChIP-seq	UBERON:0011907	gastrocnemius medialis	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				1			100				ENCFF643CGH, ENCFF918SCN, ENCFF998ZNW	5431720613	ENCODE Processing Pipeline	debf9299c5bf2861f00aad37dd4a38a1		https://www.encodeproject.org/files/ENCFF636BII/@@download/ENCFF636BII.bam	GRCh38				released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF343QUJ	bam	alignments	ENCSR071XWO	ChIP-seq	UBERON:0011907	gastrocnemius medialis	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				1			100				ENCFF643CGH, ENCFF918SCN, ENCFF998ZNW	2959644438	ENCODE Processing Pipeline	3875a8beb4deb02e8506dfc0da5165bf		https://www.encodeproject.org/files/ENCFF343QUJ/@@download/ENCFF343QUJ.bam	GRCh38				released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF876LID	bigWig	signal p-value	ENCSR071XWO	ChIP-seq	UBERON:0011907	gastrocnemius medialis	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF675VOA, ENCFF722MYF	1112221072	ENCODE Processing Pipeline	0a5e4ef9ff8d327aefb96f1071eee934		https://www.encodeproject.org/files/ENCFF876LID/@@download/ENCFF876LID.bigWig	hg19				released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF840VVY	bigWig	fold change over control	ENCSR071XWO	ChIP-seq	UBERON:0011907	gastrocnemius medialis	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF675VOA, ENCFF722MYF	1156012862	ENCODE Processing Pipeline	8fbb64970a32eb7bf1bf32f417b7c805		https://www.encodeproject.org/files/ENCFF840VVY/@@download/ENCFF840VVY.bigWig	hg19				released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF425DIK	bed narrowPeak	peaks and background as input for IDR	ENCSR071XWO	ChIP-seq	UBERON:0011907	gastrocnemius medialis	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF675VOA, ENCFF722MYF	6648174	ENCODE Processing Pipeline	13f679f989bd340e4fbbe544ed089031		https://www.encodeproject.org/files/ENCFF425DIK/@@download/ENCFF425DIK.bed.gz	hg19				released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF132EAZ	bigBed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR071XWO	ChIP-seq	UBERON:0011907	gastrocnemius medialis	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF396NYG	1057957	ENCODE Processing Pipeline	80ef8b36cf55e8048c6e51e32b0f5edc		https://www.encodeproject.org/files/ENCFF132EAZ/@@download/ENCFF132EAZ.bigBed	hg19				released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF484DFL	bigBed narrowPeak	peaks and background as input for IDR	ENCSR071XWO	ChIP-seq	UBERON:0011907	gastrocnemius medialis	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF425DIK	13632581	ENCODE Processing Pipeline	6108dc31def2fd3960db9e1167df7e3e		https://www.encodeproject.org/files/ENCFF484DFL/@@download/ENCFF484DFL.bigBed	hg19				released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF584SAS	bigWig	signal p-value	ENCSR071XWO	ChIP-seq	UBERON:0011907	gastrocnemius medialis	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF343QUJ, ENCFF543PTH	1230188469	ENCODE Processing Pipeline	5e1a8f5732e9d514f3196457f2e1af3e		https://www.encodeproject.org/files/ENCFF584SAS/@@download/ENCFF584SAS.bigWig	GRCh38				released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF396NYG	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR071XWO	ChIP-seq	UBERON:0011907	gastrocnemius medialis	tissue	Homo sapiens										CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF001TDO, ENCFF425DIK	484535	ENCODE Processing Pipeline	1d7da83ec4b89e39d9a1ca3f3d11282b		https://www.encodeproject.org/files/ENCFF396NYG/@@download/ENCFF396NYG.bed.gz	hg19				released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
